Snakenames,Note,Snake,Number,Common names,Family,Country,Region,Snake genus,"Venom, mg (snakedatabase.org)",SVMP (Snake venom MetalloProteinase),PI-SVMP (Snake venom MetalloProteinase),PII-SVMP,PIII-SVMP (Snake venom MetalloProteinase),SVMPi (Snake venom metalloproteinase inhibitor),Disintegrin,Short disintegrin,Mediumdisintegrin,Largedisintegrin,Long disintegrin,Dimeric disintegrin,CTL (C-typelectin),DC-fragment (disintegrin-like/cysteine-ichdomains of PIII-SVMP),CRISP (cysteine-rich secretory protein),3Ftx (three-finger toxin),?-NTx (?-NeuroToxin),NTx (NeuroToxin),SNTx (Short chain NeuroToxin),LNTx (Long chain NeuroToxin),WNTx (Weak Neurotoxin),PLB (Phospholipase B),PLA2 (Phospholipases A2),Acidic PLA2 (Phospholipases A2),Basic PLA2 (Phospholipases A2),K49-PLA2,D49-PLA2,Cro-toxin,SP (Serine roteinase),SPi (Serine Proteinase inhibitor),KuTi (Kunitz-type nhibitor),KaTi (Kazal-type inhibitor),KLK (Kallikrein),LAAO (L-Amino Acid oxidase),VAP (VasoActive Peptides),BPP (Bradykinin-Potentiating Peptides),BIP (Bradykinin-Inhibitory Peptide),VEGF (Vascular Endothelial Growth Factor),CVF (Cobra Venom Factor),NP (Natriuretic Peptide),Muscarinic-toxin,Cyto-toxin,Myo-toxin,Mojave-toxin,Sarafo-toxin,Trimucro-toxin,Waprin,Navaprin,Ohanin,Oscutarin C,Cystatin,Crotamine (aka: ?-defensin/small basic myotoxic peptides),Vespryn,HYA (HYAluronidase),KTC (proKineTiCin),NGF (Nerve Growth Factor),ILGF-1 (insulin-like growth factor),PDE (PhosphoDiEsterases),ACHE (AcetylCHolineEsterase),NT5 (5NucleoTidase),EP (EndoPeptidase),EN (EndoNuclease),Trypsinogen,QC (Glutaminyl Cyclase),CCM (Complement Control Module),LIPA (Lysosomal Lipase A),TRF (TRansFerrin),CTT (Cytidyltransferase),ALB (ALBumins),HBG (HemoGloBins),pG peptides (polyGly peptides),pGpH peptides (Gly-His-rich peptide),beta-BTx (beta-bungarotoxin),Gal (galactose-binding lectin),Selectins,FMO (flavin monoamine oxidases),GP (glutathione peroxidase),CELF (Type-B carboxylesterases/lipases),Atragin,AMT (AminoTransferase),Aspartic protease,TBP (Toxin biosynthesis proteins),BP (Blood Proteins),KNL (Kinesin-like protein),NTP (Neurotrophin),Fibrinogenases,AP (AminoPeptidase),ChE (Cholinesterase),OLP (Ohanin like proteins),CRVP (Cysteine Rich Venom Proteine),NMG (Neuronal membrane glycoprotein),RIB (ribosomal protein),ECTONT (ecto-59-nucleotidase),Actin,Unknownpeptides,Non-toxin,Unknown/Undetermined,Sum
" <span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/25462430"" style=""font-style: italic"">Bothrops erythromelas<span> (Pernambuco)",ilha de Itaparica,Bothrops erythromelas,5,Caatinga Lancehead,Viperidae,Brazil,South America,Bothrops,0.00,0.00,2.70,0.00,45.50,0.00,5.30,0.00,0.00,0.00,0.00,0.00,8.40,2.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,10.50,0.00,9.70,0.00,0.00,0.00,0.00,0.00,0.00,12.20,0.00,2.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,100.00
" <span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/18760386"" style=""font-style: italic"">Bothrops fonsecai <span>(Brazil)",Brazil,Bothrops fonsecai,1,"Fonseca's Lancehead , Fonseca's Pit Viper",Viperidae,Brazil,South America,Bothrops,0.00,0.00,3.40,0.00,39.10,0.00,0.00,0.00,4.40,0.00,0.00,0.00,9.80,0.70,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.10,0.00,0.00,0.00,0.00,0.00,4.10,0.00,0.00,0.00,0.00,1.90,0.00,0.00,0.00,1.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,100.00
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/19211044"" style=""font-style: italic"">Bothrops insularis <span>(Brazil)",Brazil,Bothrops insularis,1,"Golden Lancehead , Queimada Grande Viper , Jararaca Ilhoa , Island Viper",Viperidae,Brazil,South America,Bothrops,0.00,29.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.21,0.00,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.97,0.00,0.00,0.00,0.00,0.00,12.46,0.00,0.00,0.00,0.00,1.30,0.00,11.27,0.00,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/24069493"" style=""font-style: italic"">Bothrops jararaca<span> (Brazil)",Brazil,Bothrops jararaca,1,Jararaca,Viperidae,"Argentina, Brazil, Paraguay",South America,Bothrops,70.00,0.00,3.80,9.40,29.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.80,3.20,0.00,0.00,0.00,0.00,0.00,11.70,0.00,0.00,0.00,0.00,10.70,0.00,0.00,0.00,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,1.30,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.10,0.00,0.00,0.00,0.10,100
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/25968638"" style=""font-style: italic"">Bothrops jararaca*<span> (South Brazil)",Brazil (south),Bothrops jararaca*,2,Jararaca,Viperidae,"Argentina, Brazil, Paraguay",South America,Bothrops,70.00,0.00,3.49,0.00,6.50,0.00,0.19,0.00,0.00,0.00,0.00,0.00,3.79,0.39,2.52,0.00,0.00,0.00,0.00,0.00,0.00,0.16,19.61,0.00,0.00,0.00,0.00,0.00,27.76,0.00,0.00,0.00,0.00,7.77,21.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.02,0.00,0.19,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/25968638"" style=""font-style: italic"">Bothrops jararaca* <span>(South-East Brazil)",Brazil (south-east),Bothrops jararaca*,3,Jararaca,Viperidae,"Argentina, Brazil, Paraguay",South America,Bothrops,70.00,0.00,10.40,0.00,25.20,0.00,7.00,0.00,0.00,0.00,0.00,0.00,9.30,0.60,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.70,3.70,0.00,0.00,0.00,0.00,0.00,13.70,0.00,0.00,0.00,0.00,7.20,16.40,0.00,0.00,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.40,100
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/24069493"" style=""font-style: italic"">Bothrops jararacussu<span> (Brazil)",Brazil,Bothrops jararacussu,1,Jararacussu,Viperidae,"Argentina, Bolivia, Brazil, Paraguay",South America,Bothrops,"1,000.00",0.00,1.50,4.50,20.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.70,0.00,2.20,0.00,0.00,0.00,0.00,0.00,0.00,1.70,25.70,0.00,0.00,0.00,0.00,0.00,12.30,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,1.70,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.90,0.00,0.00,0.00,0.00,100
" <span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/18785768"" style=""font-style: italic"">Bothrops lanceolatus<span> (Caribbean)",Carribean,Bothrops lanceolatus,1,"Martinique Lancehead , Fer-de-lance",Viperidae,Martinique,South America,Bothrops,0.00,0.00,25.77,0.00,48.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.59,0.00,0.00,0.00,0.00,0.00,14.39,0.00,0.00,0.00,0.00,2.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/24069493"" style=""font-style: italic"">Bothrops neuwiedi<span> (Brazil)",Brazil,Bothrops neuwiedi,1,"Neuwied's Lancehead , Pampas Lancehead",Viperidae,"Argentina, Brazil, Paraguay, Uruguay",South America,Bothrops,0.00,0.00,14.10,14.00,21.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.60,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.40,8.40,0.00,0.00,0.00,0.00,0.00,8.80,0.00,0.00,0.00,0.00,16.70,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,1.20,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,100
" <span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/22300577"" style=""font-style: italic"">Bothrops pictus<span> (Peru)",Peru,Bothrops pictus,1,"Desert Lancehead , Roedinger's Lancehead",Viperidae,Peru,South America,Bothrops,0.00,0.00,10.30,0.00,57.70,0.00,8.90,0.00,0.00,0.00,0.00,0.00,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.10,0.00,0.00,0.00,0.00,0.00,7.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,100.00
" <span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/23385358"" style=""font-style: italic"">Bothrops pirajai <span>(Brazil)",Brazil,Bothrops pirajai,1,Piraja's Lancehead,Viperidae,Brazil,South America,Bothrops,0.00,20.70,0.00,0.00,0.00,0.00,1.40,0.00,0.00,0.00,0.00,0.00,9.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.20,0.00,0.00,0.00,0.00,0.00,7.10,0.00,0.00,0.00,0.00,5.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.60,0.00,10.60,100.00
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/24498576"" style=""font-style: italic"">Bothrops punctatus<span> (Colombia)",Colombia,Bothrops punctatus,1,Chocoan Forest Pit Viper,Viperidae,"Colombia, Ecuador, Panama",Central America + South America,Bothrops,0.00,41.50,0.00,0.00,0.00,0.00,3.80,0.00,0.00,0.00,0.00,0.00,16.70,0.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.30,0.00,0.00,0.00,0.00,0.00,5.40,0.00,0.00,0.00,0.00,3.10,0.00,10.70,0.00,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.60,100.00
" <span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/28476572"" style=""font-style: italic"">Bungarus caeruleus <span>(Sri Lanka)",Sri Lanka,Bungarus caeruleus,1,"Common Krait , Indian Krait , Blue Krait , Common Indian Krait",Elapidae,"Bangladesh, India, Nepal, Pakistan, Sri Lanka",West Asia + Indian Sub-continent,Bungarus,30.00,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,19.00,0.00,0.00,0.00,0.00,0.00,0.00,59.90,0.00,4.60,0.00,0.00,0.00,0.00,0.00,4.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.60,100.00
" <span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/25154052"" style=""font-style: italic"">Bungarus candidus<span> (Malaysia)",Malaysia,Bungarus candidus,1,"Malayan Krait , Common Krait , Blue Krait , Javan Krait",Elapidae,"Cambodia, Indonesia, Laos, Malaysia, Myanmar, Singapore, Thailand, Vietnam",Southeast Asia,Bungarus,67.70,4.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.90,30.07,0.00,0.00,0.00,0.00,0.00,1.00,25.17,0.00,0.00,0.00,0.00,0.00,3.90,0.00,12.59,0.00,0.00,5.79,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.90,1.90,0.00,1.00,0.00,0.00,4.90,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.02
" <span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/25154052"" style=""font-style: italic"">Bungarus fasciatus<span> (Malaysia)",Malaysia,Bungarus fasciatus,1,"Banded Krait , Golden Banded Snake",Elapidae,"Bangladesh, Brunei, Cambodia, China, Hong Kong, Indonesia, India, Laos, Malaysia, Myanmar, Nepal, Singapore, Thailand, Vietnam",Indian Sub-continent + North Asia + Southeast Asia,Bungarus,114.00,4.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,17.37,0.00,0.00,0.00,0.00,0.00,0.00,44.11,0.00,0.00,0.00,0.00,0.00,5.79,0.00,9.28,0.00,0.00,5.79,0.00,0.00,0.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,4.69,2.30,0.00,1.20,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.02
" <span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/26341420"" style=""font-style: italic"">Bungarus fasciatus<span> (Vietnam)",Vietnam,Bungarus fasciatus,2,"Banded Krait , Golden Banded Snake",Elapidae,"Bangladesh, Brunei, Cambodia, China, Hong Kong, Indonesia, India, Laos, Malaysia, Myanmar, Nepal, Singapore, Thailand, Vietnam",Indian Sub-continent + North Asia + Southeast Asia,Bungarus,114.00,3.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,1.27,0.00,0.00,0.00,0.00,0.00,0.71,66.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.83,0.00,0.00,7.07,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.10,0.00,0.00,5.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.39,100.00
" <span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/26341420"" style=""font-style: italic"">Bungarus multicinctus <span>(Vietnam)",Vietnam,Bungarus multicinctus,1,"Chinese Krait , Many Banded Krait , Silver Banded Krait , Taiwan Krait",Elapidae,"China, Hong Kong, Laos, Myanmar, Taiwan, Thailand",Southeast Asia + North Asia,Bungarus,18.40,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.42,27.50,0.00,0.00,0.00,0.00,0.00,0.33,15.34,0.00,0.00,0.00,0.00,0.00,0.08,0.00,2.26,0.00,0.00,2.11,0.00,0.00,0.00,0.08,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.29,0.00,0.32,0.00,0.00,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.36,100.00
"<span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/27418434"" style=""font-style: italic"">Calloselasma rhodostoma<span> (Malaysia)",Malaysia,Calloselasma rhodostoma,1,Malayan Pit Viper,Viperidae,"Cambodia, Indonesia, Laos, Malaysia, Myanmar, Thailand, Vietnam",Southeast Asia,Calloselasma,60.00,0.00,20.40,19.80,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,14.90,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.20,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.20,100
" <span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/16206329"" style=""font-style: italic"">Cerastes cerastes <span>(Tunesia)",Tunesia,Cerastes cerastes,1,"Horned Viper , Desert Viper , African Desert Horned Viper , Egyptian Sand Viper , Sahara Horned Viper , Sahara Sand Viper , Hornviper , Greater Cerastes Viper , Saharan Horned Viper , Desert Horned Viper",Viperidae,"Algeria, Chad, Egypt, Iran, Iraq, Israel, Jordan, Lebanon, Libya, Mali, Morocco, Niger, Oman, Saudi Arabia, Sudan, Tunisia, United Arab Emirates, Yemen, Mauritania, West Sahara",Middle East + North Africa,Cerastes,132.00,33.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.27,21.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,0.00,0.00,0.00,0.00,8.18,0.00,0.00,0.00,0.00,10.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
" <span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/22387316"" style=""font-style: italic"">Cerastes cerastes <span>(Morocco)",Morocco,Cerastes cerastes,2,"Horned Viper , Desert Viper , African Desert Horned Viper , Egyptian Sand Viper , Sahara Horned Viper , Sahara Sand Viper , Hornviper , Greater Cerastes Viper , Saharan Horned Viper , Desert Horned Viper",Viperidae,"Algeria, Chad, Egypt, Iran, Iraq, Israel, Jordan, Lebanon, Libya, Mali, Morocco, Niger, Oman, Saudi Arabia, Sudan, Tunisia, United Arab Emirates, Yemen, Mauritania, West Sahara",Middle East + North Africa,Cerastes,132.00,0.00,5.80,0.00,57.30,0.00,0.00,0.00,0.00,0.00,0.00,8.50,1.70,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.10,0.00,0.00,0.00,0.00,0.00,6.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
" <span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/22387316"" style=""font-style: italic"">Cerastes cerastes<span> (Tunesia)",Tunesia,Cerastes cerastes,3,"Horned Viper , Desert Viper , African Desert Horned Viper , Egyptian Sand Viper , Sahara Horned Viper , Sahara Sand Viper , Hornviper , Greater Cerastes Viper , Saharan Horned Viper , Desert Horned Viper",Viperidae,"Algeria, Chad, Egypt, Iran, Iraq, Israel, Jordan, Lebanon, Libya, Mali, Morocco, Niger, Oman, Saudi Arabia, Sudan, Tunisia, United Arab Emirates, Yemen, Mauritania, West Sahara",Middle East + North Africa,Cerastes,132.00,0.00,0.00,0.00,55.90,0.00,0.00,0.00,0.00,0.00,0.00,4.90,3.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.60,0.00,0.00,0.00,0.00,0.00,13.20,0.00,0.00,0.00,0.00,6.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
" <span target=""_blank"" href=""https://www.ncbi.nlm.nih.gov/pubmed/16206329"" style=""font-style: italic"">Cerastes vipera <span>(Tunisia)",Tunesia,Cerastes vipera,1,"Sahara Desert Viper , Cleopatra's Asp , Avicenna's Viper , Sahara Hornless Viper , Lesser Cerastes Viper , Sahara Sand Viper",Viperidae,"Algeria, Chad, Egypt, Israel, Jordan, Lebanon, Libya, Mali, Morocco, Niger, Saudi Arabia, Tunisia, Mauritania, West Sahara",Middle East + North Africa,Cerastes,43.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
